sample_id,image_name,image_type,species,leaf_condition,leaf_count,plant_strength,disease_visible,flower_condition,suitability_label,image_path,mean_r,mean_g,mean_b,mean_h,mean_s,mean_v,std_r,std_g,std_b,std_h,std_s,std_v,hist_h_0,hist_h_1,hist_h_2,hist_h_3,hist_h_4,hist_h_5,hist_h_6,hist_h_7,hist_s_0,hist_s_1,hist_s_2,hist_s_3,hist_s_4,hist_s_5,hist_s_6,hist_s_7,hist_v_0,hist_v_1,hist_v_2,hist_v_3,hist_v_4,hist_v_5,hist_v_6,hist_v_7,contour_area,contour_perimeter,aspect_ratio,circularity,solidity,contour_count,gabor_mean_0_0,gabor_std_0_0,gabor_mean_0_1,gabor_std_0_1,gabor_mean_1_0,gabor_std_1_0,gabor_mean_1_1,gabor_std_1_1,gabor_mean_2_0,gabor_std_2_0,gabor_mean_2_1,gabor_std_2_1,gabor_mean_3_0,gabor_std_3_0,gabor_mean_3_1,gabor_std_3_1,green_ratio,brown_ratio,green_brown_ratio,green_pixel_count,leaf_condition_encoded,plant_strength_encoded,disease_visible_encoded,flower_condition_encoded
id1,20260328_100120_HDR.jpg,plant,vanda,healthy,many,strong,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_100120_HDR.jpg,118.64762878417969,118.77201843261719,91.37391662597656,40.35737609863281,80.50711059570312,122.65263366699219,53.751698410029654,54.56982718436353,64.68030726130164,27.29316439567606,54.167040516321826,55.541998731858,0.1141815185546875,0.68939208984375,0.064788818359375,0.029632568359375,0.07843017578125,0.012786865234375,0.0027313232421875,0.008056640625,0.22625732421875,0.2176971435546875,0.1959228515625,0.139251708984375,0.1107940673828125,0.0880584716796875,0.01800537109375,0.0040130615234375,0.0019989013671875,0.1416473388671875,0.202362060546875,0.27850341796875,0.141693115234375,0.103363037109375,0.051177978515625,0.079254150390625,0.21765899658203125,0.7415480788331479,2.2222222222222223,0.31087648720572275,0.9027593190304412,69,2.8850317001342773,1.9388256072998047,0.17658576369285583,0.6954913139343262,5.745918273925781,2.7977468967437744,0.11005319654941559,0.503986120223999,2.887296676635742,2.7522599697113037,0.17590954899787903,0.6963463425636292,5.736375331878662,3.0032522678375244,0.10983423888683319,0.5323992371559143,0.14593505859375,0.3643798828125,0.4004857418031071,9564,0,1,0,2
id1,20260328_100122_HDR.jpg,plant,vanda,healthy,many,strong,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_100122_HDR.jpg,115.99922180175781,116.52069091796875,85.58782958984375,39.56852722167969,89.85064697265625,120.44313049316406,51.50061700844809,52.13097582521767,62.695465397603776,25.870556802924177,55.86775889505884,53.56532820293458,0.0916290283203125,0.7151641845703125,0.0648956298828125,0.0394744873046875,0.0740509033203125,0.0059661865234375,0.0010833740234375,0.0077362060546875,0.177398681640625,0.206878662109375,0.1812591552734375,0.1671295166015625,0.121612548828125,0.1086578369140625,0.0314483642578125,0.005615234375,0.0027618408203125,0.136199951171875,0.20751953125,0.2977294921875,0.1409149169921875,0.09466552734375,0.055694580078125,0.06451416015625,0.20517730712890625,0.9347349681193009,2.9135802469135803,0.1844345274504162,0.8632001283903066,54,2.8135666847229004,1.914556860923767,0.1718328893184662,0.7293501496315002,5.603818416595459,2.704031467437744,0.10734034329652786,0.5089210271835327,2.8197240829467773,2.639910936355591,0.17191413044929504,0.6606096625328064,5.603248596191406,2.9260759353637695,0.1072407215833664,0.5381392240524292,0.1512603759765625,0.3970184326171875,0.3809761721752498,9913,0,1,0,2
id1,20260328_100123_HDR.jpg,plant,vanda,healthy,many,strong,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_100123_HDR.jpg,115.733642578125,115.90902709960938,82.51016235351562,39.48063659667969,95.55052185058594,119.87684631347656,51.93958565131283,52.54376628856046,62.869451651225575,25.65781335275748,58.65809471188235,53.88568519456043,0.071197509765625,0.7248992919921875,0.0750732421875,0.0433502197265625,0.0721588134765625,0.00311279296875,0.0015106201171875,0.008697509765625,0.1751556396484375,0.184234619140625,0.1519622802734375,0.1685791015625,0.145538330078125,0.1245269775390625,0.040924072265625,0.0090789794921875,0.0037841796875,0.14349365234375,0.203033447265625,0.2954864501953125,0.145050048828125,0.0952911376953125,0.048248291015625,0.06561279296875,0.2008819580078125,0.848005298175849,3.3684210526315788,0.2193985145712709,0.820044848635854,70,2.796588182449341,1.9679938554763794,0.1707955002784729,0.6077556610107422,5.565875053405762,2.7926955223083496,0.10654470324516296,0.56413334608078,2.798959732055664,2.5537784099578857,0.17041273415088654,0.6474073529243469,5.56273078918457,2.9592833518981934,0.10642477869987488,0.5652720928192139,0.1185760498046875,0.435333251953125,0.2723704041218324,7771,0,1,0,2
id1,20260328_100126_HDR.jpg,plant,vanda,healthy,many,strong,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_100126_HDR.jpg,111.37202453613281,111.6722412109375,77.51651000976562,40.83433532714844,99.91180419921875,115.77108764648438,50.84729639325285,50.67681083303726,59.529077702965225,27.93174937173095,58.660951857008385,52.431878332669235,0.072113037109375,0.7108917236328125,0.0648040771484375,0.0526275634765625,0.079833984375,0.004547119140625,0.00238037109375,0.0128021240234375,0.1468505859375,0.1920166015625,0.153717041015625,0.1530914306640625,0.160888671875,0.1370849609375,0.04461669921875,0.0117340087890625,0.003662109375,0.1658172607421875,0.2050628662109375,0.2957000732421875,0.14013671875,0.0911102294921875,0.0457305908203125,0.0527801513671875,0.18795013427734375,0.7608830300159752,3.657142857142857,0.25497448626713143,0.8698799435028248,76,2.685952663421631,2.053715705871582,0.16303780674934387,0.6530266404151917,5.350197792053223,2.699432611465454,0.10245145857334137,0.5753632187843323,2.6872193813323975,2.5194969177246094,0.1643626093864441,0.7050958275794983,5.346851825714111,2.9788644313812256,0.10237716883420944,0.6302360892295837,0.1201324462890625,0.431976318359375,0.27808978842146165,7873,0,1,0,2
id1,20260328_100128_HDR.jpg,plant,vanda,healthy,many,strong,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_100128_HDR.jpg,110.51092529296875,112.03498840332031,78.57861328125,41.11505126953125,99.75274658203125,115.99313354492188,50.3964658947524,51.37854775335958,60.510677307753106,26.935238209357504,55.89875954026065,53.21345217290864,0.061920166015625,0.7240142822265625,0.052398681640625,0.055511474609375,0.0929412841796875,0.0025482177734375,0.0010833740234375,0.00958251953125,0.1205596923828125,0.20635986328125,0.164093017578125,0.1652374267578125,0.181121826171875,0.1133880615234375,0.0365142822265625,0.012725830078125,0.0025177001953125,0.1750030517578125,0.205230712890625,0.2849884033203125,0.13958740234375,0.0883331298828125,0.04608154296875,0.058258056640625,0.2027130126953125,0.9002082709921524,3.5555555555555554,0.19646514439832913,0.8176390940423437,87,2.6920900344848633,2.0401980876922607,0.16457313299179077,0.6897595524787903,5.351059913635254,2.751969337463379,0.10244455188512802,0.5924841165542603,2.6888113021850586,2.499436616897583,0.1642661988735199,0.6638991832733154,5.352438449859619,2.9205098152160645,0.10239842534065247,0.6331661343574524,0.140625,0.4136505126953125,0.3399483585392844,9216,0,1,0,2
id1,20260328_100130_HDR.jpg,plant,vanda,healthy,many,strong,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_100130_HDR.jpg,107.38182067871094,109.957275390625,74.47084045410156,40.91325378417969,103.94677734375,113.78840637207031,48.720013235362316,49.053827478409694,55.88822303000295,26.117309562070766,53.33837983152457,51.17748818676378,0.0599365234375,0.7290802001953125,0.0544586181640625,0.065399169921875,0.0787353515625,0.0012359619140625,0.0007171630859375,0.01043701171875,0.0625,0.225677490234375,0.17626953125,0.183990478515625,0.1791839599609375,0.1203765869140625,0.03863525390625,0.01336669921875,0.0026092529296875,0.1732330322265625,0.2189483642578125,0.2855682373046875,0.15228271484375,0.0756072998046875,0.0410614013671875,0.050689697265625,0.17360687255859375,0.9900351791875437,3.764705882352941,0.13910910016650474,0.7528785071466384,102,2.6236772537231445,2.0864510536193848,0.1596096307039261,0.7448863983154297,5.220737934112549,2.705483913421631,0.09997276961803436,0.6217901110649109,2.6271238327026367,2.502763032913208,0.16082297265529633,0.7087913155555725,5.22052001953125,2.7512946128845215,0.09988191723823547,0.6096677184104919,0.1962432861328125,0.3873138427734375,0.5066577371572644,12861,0,1,0,2
id1,20260328_100132_HDR.jpg,plant,vanda,healthy,many,strong,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_100132_HDR.jpg,109.81221008300781,112.66575622558594,77.00697326660156,40.45924377441406,99.78587341308594,116.26350402832031,50.215513303449484,49.94598666270965,54.812242192073995,25.18851868799952,49.32907497575802,51.6350792084263,0.0620269775390625,0.735504150390625,0.0550994873046875,0.0646209716796875,0.072021484375,0.001678466796875,0.0003509521484375,0.008697509765625,0.063232421875,0.217254638671875,0.210540771484375,0.202606201171875,0.1795196533203125,0.0919342041015625,0.0277252197265625,0.0071868896484375,0.001312255859375,0.155242919921875,0.22979736328125,0.2742767333984375,0.1626434326171875,0.0771484375,0.04522705078125,0.054351806640625,0.151214599609375,1.1240562620805576,3.6056338028169015,0.09399559610026932,0.6618801135414928,99,2.689440965652466,2.12082576751709,0.16456109285354614,0.6943387389183044,5.3464765548706055,2.7064030170440674,0.10237489640712738,0.5996711850166321,2.6912336349487305,2.51057505607605,0.16445723176002502,0.6459223628044128,5.352435111999512,2.852447032928467,0.10247040539979935,0.5895350575447083,0.2281036376953125,0.3731689453125,0.6112360469395265,14949,0,1,0,2
id1,20260328_100134_HDR.jpg,plant,vanda,healthy,many,strong,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_100134_HDR.jpg,111.59837341308594,115.51597595214844,79.69877624511719,40.911224365234375,97.37637329101562,119.12062072753906,48.506065978238944,48.38313122970875,52.563758505449556,24.552624142545525,45.96932829536516,50.220291920074985,0.0600738525390625,0.7291107177734375,0.0594635009765625,0.06158447265625,0.08331298828125,0.0002288818359375,0.0002288818359375,0.0059967041015625,0.0494842529296875,0.225616455078125,0.2466583251953125,0.20623779296875,0.16595458984375,0.0820159912109375,0.0207366943359375,0.0032958984375,0.000823974609375,0.1322784423828125,0.226837158203125,0.263092041015625,0.1825103759765625,0.09600830078125,0.048614501953125,0.049835205078125,0.1622772216796875,1.153827044647187,3.4594594594594597,0.09573395842477403,0.6794441782462866,115,2.75161075592041,2.1276843547821045,0.16846692562103271,0.6829726099967957,5.4694108963012695,2.62685489654541,0.10460895299911499,0.6333227157592773,2.7531604766845703,2.478043794631958,0.167891263961792,0.6832886934280396,5.481484413146973,2.7159931659698486,0.10495871305465698,0.5421525835990906,0.2617034912109375,0.3432159423828125,0.7624699919978661,17151,0,1,0,2
id1,20260328_100139_HDR.jpg,plant,vanda,healthy,many,strong,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_100139_HDR.jpg,119.12336730957031,119.675048828125,95.75015258789062,45.210357666015625,68.03326416015625,123.40177917480469,52.89779706601772,52.02429656284594,60.69517661806741,31.42888594854742,50.598948840072346,53.48232936521795,0.109466552734375,0.631256103515625,0.07708740234375,0.032928466796875,0.089202880859375,0.0482330322265625,0.00567626953125,0.0061492919921875,0.3059844970703125,0.2561798095703125,0.1614532470703125,0.1039581298828125,0.1128997802734375,0.051727294921875,0.0063629150390625,0.001434326171875,0.0003204345703125,0.12725830078125,0.2130584716796875,0.276763916015625,0.142974853515625,0.10662841796875,0.0736236572265625,0.0593719482421875,0.23511505126953125,1.1178211284568533,1.7723577235772359,0.14778341059255024,0.6831371505841147,46,2.914731979370117,1.8358384370803833,0.17756660282611847,0.5746435523033142,5.801823616027832,2.646365165710449,0.11107932031154633,0.4188797175884247,2.9226603507995605,2.719815254211426,0.17767959833145142,0.6369085907936096,5.793733596801758,3.0250439643859863,0.11080602556467056,0.4976044297218323,0.1717071533203125,0.2551422119140625,0.6729458198780051,11253,0,1,0,2
id1,20260328_100141_HDR.jpg,plant,vanda,healthy,many,strong,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_100141_HDR.jpg,123.16886901855469,123.22111511230469,100.64772033691406,45.50762939453125,62.57652282714844,127.158203125,50.857763890358214,49.90812647220399,57.27426791437708,32.845670126218856,47.32980054364339,51.31327757902529,0.11895751953125,0.6286773681640625,0.0569610595703125,0.03533935546875,0.089385986328125,0.0580596923828125,0.00482177734375,0.0077972412109375,0.333770751953125,0.26983642578125,0.1499481201171875,0.1092681884765625,0.1054534912109375,0.0264892578125,0.0035400390625,0.0016937255859375,0.00128173828125,0.0899200439453125,0.2149658203125,0.258056640625,0.1829071044921875,0.1180419921875,0.084442138671875,0.050384521484375,0.21637725830078125,0.7752251112833619,1.366412213740458,0.2827781382538311,0.7978675519045744,75,3.010488510131836,1.9201085567474365,0.18386603891849518,0.6125711798667908,5.994783401489258,2.645325183868408,0.11477029323577881,0.5241969227790833,3.0102949142456055,2.60722279548645,0.18319684267044067,0.6637558341026306,5.986485481262207,2.903451681137085,0.11453678458929062,0.5393309593200684,0.126922607421875,0.2566375732421875,0.49453032104637334,8318,0,1,0,2
